timestamp,solexs_flux
2024-01-01 00:01:22,1.016821095274427e-07
2024-01-01 00:01:23,1.0624818896024161e-07
2024-01-01 00:01:24,1.0912164178567427e-07
2024-01-01 00:01:25,9.179762748015658e-08
2024-01-01 00:01:26,1.03796335278153e-07
2024-01-01 00:01:27,1.0347443777336632e-07
2024-01-01 00:01:28,9.670978457287293e-08
2024-01-01 00:01:29,7.471241841812806e-08
2024-01-01 00:01:30,1.0668275967956278e-07
2024-01-01 00:01:31,1.1125234401617939e-07
2024-01-01 00:01:32,8.940650206411134e-08
2024-01-01 00:01:33,9.818318443109196e-08
2024-01-01 00:01:34,1.1724771518866798e-07
2024-01-01 00:01:35,8.623299468731469e-08
2024-01-01 00:01:36,9.846893008941865e-08
2024-01-01 00:01:37,1.0584699465533888e-07
2024-01-01 00:01:38,1.1011292881300062e-07
2024-01-01 00:01:39,1.0457357905511683e-07
2024-01-01 00:01:40,8.260980626803486e-08
2024-01-01 00:01:41,8.99905489960109e-08
2024-01-01 00:01:42,1.0320589044359638e-07
2024-01-01 00:01:43,1.0380747015103183e-07
2024-01-01 00:01:44,9.860500252613664e-08
2024-01-01 00:01:45,8.219201612647064e-08
2024-01-01 00:01:46,1.1588953052010536e-07
2024-01-01 00:01:47,9.322519856848962e-08
2024-01-01 00:01:48,9.468182448042539e-08
2024-01-01 00:01:49,9.343237388708477e-08
2024-01-01 00:01:50,9.709611505375858e-08
2024-01-01 00:01:51,1.062074720023786e-07
2024-01-01 00:01:52,1.0720077690750529e-07
2024-01-01 00:01:53,9.865857227887929e-08
2024-01-01 00:01:54,8.756139970692118e-08
2024-01-01 00:01:55,9.651066194375637e-08
2024-01-01 00:01:56,9.314241392387905e-08
2024-01-01 00:01:57,9.601548312052262e-08
2024-01-01 00:01:58,1.0832508878678908e-07
2024-01-01 00:01:59,1.0493495116412245e-07
2024-01-01 00:02:00,1.0649851548033302e-07
2024-01-01 00:02:01,9.465802446583581e-08
2024-01-01 00:02:02,1.001051838553534e-07
2024-01-01 00:02:03,1.0971819002505793e-07
2024-01-01 00:02:04,9.912763555600885e-08
2024-01-01 00:02:05,9.613961276231906e-08
2024-01-01 00:02:06,1.0172325212660594e-07
2024-01-01 00:02:07,9.019933156731596e-08
2024-01-01 00:02:08,1.1733577528148648e-07
2024-01-01 00:02:09,9.148345302079913e-08
2024-01-01 00:02:10,1.003328479523808e-07
2024-01-01 00:02:11,8.803373700348053e-08
2024-01-01 00:02:12,9.237601235167976e-08
2024-01-01 00:02:13,1.0645173962074573e-07
2024-01-01 00:02:14,8.488168801996582e-08
2024-01-01 00:02:15,1.038693886713365e-07
2024-01-01 00:02:16,9.208423657078655e-08
2024-01-01 00:02:17,9.979851751030072e-08
2024-01-01 00:02:18,8.950638406509421e-08
2024-01-01 00:02:19,1.0199801155456913e-07
2024-01-01 00:02:20,1.0968168229788796e-07
2024-01-01 00:02:21,1.1195844536198967e-07
2024-01-01 00:02:22,9.309030252855883e-08
2024-01-01 00:02:23,9.935395867040663e-08
2024-01-01 00:02:24,1.0482926541823888e-07
2024-01-01 00:02:25,1.1413234058876816e-07
2024-01-01 00:02:26,1.1486885459615375e-07
2024-01-01 00:02:27,1.1233441983575475e-07
2024-01-01 00:02:28,9.28992362253236e-08
2024-01-01 00:02:29,9.117432802991881e-08
2024-01-01 00:02:30,9.755061864838134e-08
2024-01-01 00:02:31,1.048134830528166e-07
2024-01-01 00:02:32,1.0407750196153092e-07
2024-01-01 00:02:33,1.0862062824127541e-07
2024-01-01 00:02:34,1.216008619336983e-07
2024-01-01 00:02:35,1.0309411746450395e-07
2024-01-01 00:02:36,9.182336332875433e-08
2024-01-01 00:02:37,1.0471664438746269e-07
2024-01-01 00:02:38,9.785139898511836e-08
2024-01-01 00:02:39,1.170563944409068e-07
2024-01-01 00:02:40,1.0344376308745088e-07
2024-01-01 00:02:41,1.1080171873927511e-07
2024-01-01 00:02:42,8.42398887512452e-08
2024-01-01 00:02:43,7.625415213004049e-08
2024-01-01 00:02:44,1.105081634335305e-07
2024-01-01 00:02:45,9.071333952200381e-08
2024-01-01 00:02:46,1.0684407875113691e-07
2024-01-01 00:02:47,1.1300059330363835e-07
2024-01-01 00:02:48,1.0927483662880896e-07
2024-01-01 00:02:49,8.306784646847969e-08
2024-01-01 00:02:50,8.998736230435552e-08
2024-01-01 00:02:51,8.958577187116843e-08
2024-01-01 00:02:52,1.05015219895048e-07
2024-01-01 00:02:53,1.2014182812656904e-07
2024-01-01 00:02:54,1.020856609718258e-07
2024-01-01 00:02:55,8.885880015201564e-08
2024-01-01 00:02:56,1.1682620941882269e-07
2024-01-01 00:02:57,9.139375278718755e-08
2024-01-01 00:02:58,8.448190113331448e-08
2024-01-01 00:02:59,9.478240997512825e-08
2024-01-01 00:03:00,1.0126866360109043e-07
2024-01-01 00:03:01,1.0946298795672723e-07
2024-01-01 00:03:02,9.082647934233232e-08
2024-01-01 00:03:03,8.278499334554404e-08
2024-01-01 00:03:04,1.0315732616829653e-07
2024-01-01 00:03:05,9.665983076134949e-08
2024-01-01 00:03:06,9.321953351985903e-08
2024-01-01 00:03:07,8.027452307130302e-08
2024-01-01 00:03:08,9.226637306025765e-08
2024-01-01 00:03:09,9.077059813884213e-08
2024-01-01 00:03:10,8.06896198912652e-08
2024-01-01 00:03:11,9.890853119434028e-08
2024-01-01 00:03:12,1.1239767729413558e-07
2024-01-01 00:03:13,1.1264479192318982e-07
2024-01-01 00:03:14,1.1651617411962694e-07
2024-01-01 00:03:15,8.484126625175602e-08
2024-01-01 00:03:16,1.1331319468305025e-07
2024-01-01 00:03:17,1.0441853218485701e-07
2024-01-01 00:03:18,8.205875155013005e-08
2024-01-01 00:03:19,8.491054663325232e-08
2024-01-01 00:03:20,1.1591344222033683e-07
2024-01-01 00:03:21,9.622616264966544e-08
2024-01-01 00:03:22,1.1121539431849956e-07
2024-01-01 00:03:23,9.42028706268129e-08
2024-01-01 00:03:24,9.633132288218112e-08
2024-01-01 00:03:25,1.0776331279523002e-07
2024-01-01 00:03:26,8.807235128703925e-08
2024-01-01 00:03:27,8.661699182615713e-08
2024-01-01 00:03:28,8.885290571901664e-08
2024-01-01 00:03:29,7.989693159212964e-08
2024-01-01 00:03:30,9.708206058795253e-08
2024-01-01 00:03:31,9.322226314118803e-08
2024-01-01 00:03:32,9.080829007191058e-08
2024-01-01 00:03:33,1.1456272794089592e-07
2024-01-01 00:03:34,1.0836918833610004e-07
2024-01-01 00:03:35,7.940529300725457e-08
2024-01-01 00:03:36,9.371064160876907e-08
2024-01-01 00:03:37,1.0224944852906381e-07
2024-01-01 00:03:38,9.487747586725258e-08
2024-01-01 00:03:39,9.899508863322145e-08
2024-01-01 00:03:40,1.131947343944842e-07
2024-01-01 00:03:41,9.382608049623797e-08
2024-01-01 00:03:42,9.605983301158649e-08
2024-01-01 00:03:43,9.77059154968246e-08
2024-01-01 00:03:44,9.424965949454538e-08
2024-01-01 00:03:45,1.0310824999538942e-07
2024-01-01 00:03:46,1.0317560528497539e-07
2024-01-01 00:03:47,1.0732115540746846e-07
2024-01-01 00:03:48,9.14751142405621e-08
2024-01-01 00:03:49,1.0130069814458906e-07
2024-01-01 00:03:50,9.100153960603802e-08
2024-01-01 00:03:51,9.844648189149202e-08
2024-01-01 00:03:52,9.923769027466226e-08
2024-01-01 00:03:53,9.887914746140978e-08
2024-01-01 00:03:54,1.1223802904412948e-07
2024-01-01 00:03:55,9.07416513103601e-08
2024-01-01 00:03:56,1.0275334654141865e-07
2024-01-01 00:03:57,9.989807689797246e-08
2024-01-01 00:03:58,9.688894924862797e-08
2024-01-01 00:03:59,9.322753060685606e-08
2024-01-01 00:04:00,9.84270004890098e-08
2024-01-01 00:04:01,1.0970959517430958e-07
2024-01-01 00:04:02,1.1804908590589522e-07
2024-01-01 00:04:03,1.1881072281463557e-07
2024-01-01 00:04:04,7.886963114035222e-08
2024-01-01 00:04:05,8.985357402171793e-08
2024-01-01 00:04:06,9.798776642149575e-08
2024-01-01 00:04:07,8.950943935682114e-08
2024-01-01 00:04:08,1.0765833013251964e-07
2024-01-01 00:04:09,9.400237590380296e-08
2024-01-01 00:04:10,1.035475510808704e-07
2024-01-01 00:04:11,9.33709959620479e-08
2024-01-01 00:04:12,1.0977049747733392e-07
2024-01-01 00:04:13,1.0557651332283041e-07
2024-01-01 00:04:14,1.0520711783745938e-07
2024-01-01 00:04:15,1.0931012096356936e-07
2024-01-01 00:04:16,8.087292928615589e-08
2024-01-01 00:04:17,1.1740659681149018e-07
2024-01-01 00:04:18,1.0429805035279304e-07
2024-01-01 00:04:19,1.0186940048814292e-07
2024-01-01 00:04:20,1.1407617667337634e-07
2024-01-01 00:04:21,1.1014770958564916e-07
2024-01-01 00:04:22,9.860496007768689e-08
2024-01-01 00:04:23,9.733708668825388e-08
2024-01-01 00:04:24,1.202037895641834e-07
2024-01-01 00:04:25,9.591564208779647e-08
2024-01-01 00:04:26,9.330544543800697e-08
2024-01-01 00:04:27,1.1692287029019121e-07
2024-01-01 00:04:28,9.486402340517198e-08
2024-01-01 00:04:29,1.0448013994350156e-07
2024-01-01 00:04:30,8.754307690844093e-08
2024-01-01 00:04:31,9.673587210822561e-08
2024-01-01 00:04:32,1.0240868399228254e-07
2024-01-01 00:04:33,1.0569674595325986e-07
2024-01-01 00:04:34,9.651138439733589e-08
2024-01-01 00:04:35,9.364875403732397e-08
2024-01-01 00:04:36,9.20280394243881e-08
2024-01-01 00:04:37,1.1425193559005275e-07
2024-01-01 00:04:38,1.0594032823867647e-07
2024-01-01 00:04:39,9.464878632456352e-08
2024-01-01 00:04:40,1.0618928214882856e-07
2024-01-01 00:04:41,9.562147242689555e-08
2024-01-01 00:04:42,8.982063004712505e-08
2024-01-01 00:04:43,1.0082144826040482e-07
2024-01-01 00:04:44,1.0202238419619977e-07
2024-01-01 00:04:45,7.789802638922365e-08
2024-01-01 00:04:46,1.1175008127129861e-07
2024-01-01 00:04:47,7.99933978779717e-08
2024-01-01 00:04:48,1.1142359556929581e-07
2024-01-01 00:04:49,9.969834770626163e-08
2024-01-01 00:04:50,1.0333584499771643e-07
2024-01-01 00:04:51,1.0069816814419711e-07
2024-01-01 00:04:52,8.983726148537351e-08
2024-01-01 00:04:53,8.953094870325358e-08
2024-01-01 00:04:54,1.2157070146529346e-07
2024-01-01 00:04:55,8.417833253231305e-08
2024-01-01 00:04:56,1.1054666712446086e-07
2024-01-01 00:04:57,9.6737123526468e-08
2024-01-01 00:04:58,9.27786650591493e-08
2024-01-01 00:04:59,8.771357872288836e-08
2024-01-01 00:05:00,1.0888509477992248e-07
2024-01-01 00:05:01,9.431993335760231e-08
2024-01-01 00:05:02,9.530140917080134e-08
2024-01-01 00:05:03,8.751119763575953e-08
2024-01-01 00:05:04,9.329059104948796e-08
2024-01-01 00:05:05,1.1728853733543706e-07
2024-01-01 00:05:06,8.279838946668876e-08
2024-01-01 00:05:07,1.1766104443443107e-07
2024-01-01 00:05:08,9.196908350608745e-08
2024-01-01 00:05:09,9.642394915605996e-08
2024-01-01 00:05:10,9.763408927944063e-08
2024-01-01 00:05:11,9.029483188557236e-08
2024-01-01 00:05:12,1.0131421525596312e-07
2024-01-01 00:05:13,1.0996843597070301e-07
2024-01-01 00:05:14,1.1440331600019037e-07
2024-01-01 00:05:15,1.0589116157781102e-07
2024-01-01 00:05:16,9.185223596532171e-08
2024-01-01 00:05:17,1.0854069607370762e-07
2024-01-01 00:05:18,9.409657583575092e-08
2024-01-01 00:05:19,9.168075930219459e-08
2024-01-01 00:05:20,7.344788951211409e-08
2024-01-01 00:05:21,1.2353574711904978e-07
2024-01-01 00:05:22,1.0243319978103323e-07
2024-01-01 00:05:23,1.0893312190887267e-07
2024-01-01 00:05:24,1.0238077527296746e-07
2024-01-01 00:05:25,1.2109860202468628e-07
2024-01-01 00:05:26,1.0450418270538133e-07
2024-01-01 00:05:27,1.0862552452873475e-07
2024-01-01 00:05:28,9.442908260285718e-08
2024-01-01 00:05:29,1.0336806672007153e-07
2024-01-01 00:05:30,9.27161004607203e-08
2024-01-01 00:05:31,1.1135502324278492e-07
2024-01-01 00:05:32,1.1221308088270027e-07
2024-01-01 00:05:33,1.1464759082448557e-07
2024-01-01 00:05:34,1.0433959092158218e-07
2024-01-01 00:05:35,1.0755383268074398e-07
2024-01-01 00:05:36,1.0461579896152415e-07
2024-01-01 00:05:37,9.461707572774041e-08
2024-01-01 00:05:38,1.0571085496717932e-07
2024-01-01 00:05:39,1.0079411180250498e-07
2024-01-01 00:05:40,9.609187755820575e-08
2024-01-01 00:05:41,1.0187876357266522e-07
2024-01-01 00:05:42,1.014144010700584e-07
2024-01-01 00:05:43,1.1620589208902882e-07
2024-01-01 00:05:44,8.732174455757965e-08
2024-01-01 00:05:45,1.0212340636683427e-07
2024-01-01 00:05:46,1.0098223893299599e-07
2024-01-01 00:05:47,1.1142965849812821e-07
2024-01-01 00:05:48,1.0516553234905346e-07
2024-01-01 00:05:49,8.38721347334148e-08
2024-01-01 00:05:50,9.711186582391348e-08
2024-01-01 00:05:51,9.78188452141983e-08
2024-01-01 00:05:52,9.980209828338954e-08
2024-01-01 00:05:53,1.1529951873066803e-07
2024-01-01 00:05:54,9.711165869328904e-08
2024-01-01 00:05:55,9.469721671421808e-08
2024-01-01 00:05:56,8.057387725366296e-08
2024-01-01 00:05:57,9.505024696555522e-08
2024-01-01 00:05:58,9.556740025566524e-08
2024-01-01 00:05:59,8.543585451009111e-08
2024-01-01 00:06:00,1.0817661811356287e-07
2024-01-01 00:06:01,1.0461056427825203e-07
2024-01-01 00:06:02,1.1411907016290226e-07
2024-01-01 00:06:03,8.103273115986348e-08
2024-01-01 00:06:04,1.001619826709358e-07
2024-01-01 00:06:05,1.0253788806886284e-07
2024-01-01 00:06:06,1.0566144281756468e-07
2024-01-01 00:06:07,1.0438417451830089e-07
2024-01-01 00:06:08,9.989474619025402e-08
2024-01-01 00:06:09,9.688908496253718e-08
2024-01-01 00:06:10,1.0932802990575055e-07
2024-01-01 00:06:11,1.0799371310753263e-07
2024-01-01 00:06:12,1.1108653571086768e-07
2024-01-01 00:06:13,9.289149327159972e-08
2024-01-01 00:06:14,9.834820245553896e-08
2024-01-01 00:06:15,8.634542099652531e-08
2024-01-01 00:06:16,8.963299540497817e-08
2024-01-01 00:06:17,8.970271866766647e-08
2024-01-01 00:06:18,1.0187108052021047e-07
2024-01-01 00:06:19,8.392451779504168e-08
2024-01-01 00:06:20,9.113401420660695e-08
2024-01-01 00:06:21,1.0723887983315077e-07
2024-01-01 00:06:22,9.462500944046112e-08
2024-01-01 00:06:23,9.592641013359521e-08
2024-01-01 00:06:24,9.539266115525586e-08
2024-01-01 00:06:25,1.0367815273128564e-07
2024-01-01 00:06:26,9.458766149041181e-08
2024-01-01 00:06:27,1.0538864645400028e-07
2024-01-01 00:06:28,8.227214779388244e-08
2024-01-01 00:06:29,9.6079005696394e-08
2024-01-01 00:06:30,1.2116407821587599e-07
2024-01-01 00:06:31,1.0685645532234564e-07
2024-01-01 00:06:32,7.509346247533532e-08
2024-01-01 00:06:33,1.285690367166074e-07
2024-01-01 00:06:34,8.845103709651486e-08
2024-01-01 00:06:35,9.746913865592811e-08
2024-01-01 00:06:36,1.070342146916869e-07
2024-01-01 00:06:37,1.0453718225188926e-07
2024-01-01 00:06:38,1.0755912700658674e-07
2024-01-01 00:06:39,1.034519635498123e-07
2024-01-01 00:06:40,9.937693508502464e-08
2024-01-01 00:06:41,1.1048316209506463e-07
2024-01-01 00:06:42,1.149589558324917e-07
2024-01-01 00:06:43,9.179681903040178e-08
2024-01-01 00:06:44,1.0397008531599709e-07
2024-01-01 00:06:45,1.2704056043235441e-07
2024-01-01 00:06:46,9.471905801804794e-08
2024-01-01 00:06:47,9.941229160956385e-08
2024-01-01 00:06:48,1.0871971237585185e-07
2024-01-01 00:06:49,9.04026190211079e-08
2024-01-01 00:06:50,1.0182220870737931e-07
2024-01-01 00:06:51,8.345093303680514e-08
2024-01-01 00:06:52,9.641702753228059e-08
2024-01-01 00:06:53,1.0556979554579588e-07
2024-01-01 00:06:54,8.459446706097497e-08
2024-01-01 00:06:55,1.0664143429225005e-07
2024-01-01 00:06:56,8.627887307116319e-08
2024-01-01 00:06:57,1.0293221447505567e-07
2024-01-01 00:06:58,9.679647892291851e-08
2024-01-01 00:06:59,1.1037622606157671e-07
2024-01-01 00:07:00,9.548388220970714e-08
2024-01-01 00:07:01,1.1334610914057934e-07
2024-01-01 00:07:02,1.0623975260158316e-07
2024-01-01 00:07:03,1.1215754195675615e-07
2024-01-01 00:07:04,1.0644070938201592e-07
2024-01-01 00:07:05,8.699507286626703e-08
2024-01-01 00:07:06,1.073456888938228e-07
2024-01-01 00:07:07,1.2781896005164842e-07
2024-01-01 00:07:08,9.714247985971245e-08
2024-01-01 00:07:09,1.1509550289402147e-07
2024-01-01 00:07:10,1.3548818061758635e-07
2024-01-01 00:07:11,1.0626121959094522e-07
2024-01-01 00:07:12,1.1090576287874587e-07
2024-01-01 00:07:13,9.66694609453777e-08
2024-01-01 00:07:14,1.1470888129831738e-07
2024-01-01 00:07:15,1.1639525965397355e-07
2024-01-01 00:07:16,1.2941672845417024e-07
2024-01-01 00:07:17,1.0884981143394822e-07
2024-01-01 00:07:18,9.28124255454085e-08
2024-01-01 00:07:19,1.0493838434839979e-07
2024-01-01 00:07:20,1.0432997198684951e-07
2024-01-01 00:07:21,1.0092569159305692e-07
2024-01-01 00:07:22,9.155303887558177e-08
2024-01-01 00:07:23,1.2448535038988875e-07
2024-01-01 00:07:24,8.670152576115187e-08
2024-01-01 00:07:25,9.873451926417358e-08
2024-01-01 00:07:26,1.033673792155311e-07
2024-01-01 00:07:27,1.2066530567349305e-07
2024-01-01 00:07:28,1.0367629906819364e-07
2024-01-01 00:07:29,1.1122790305654849e-07
2024-01-01 00:07:30,1.211739855488674e-07
2024-01-01 00:07:31,1.2353872132293533e-07
2024-01-01 00:07:32,1.1324300227394798e-07
2024-01-01 00:07:33,1.0619767980881049e-07
2024-01-01 00:07:34,1.0764232333577897e-07
2024-01-01 00:07:35,1.1109657493390698e-07
2024-01-01 00:07:36,9.023937796749064e-08
2024-01-01 00:07:37,8.574156334249569e-08
2024-01-01 00:07:38,1.0491791362838612e-07
2024-01-01 00:07:39,1.2352328394272023e-07
2024-01-01 00:07:40,1.1267714575261111e-07
2024-01-01 00:07:41,1.0496571371331603e-07
2024-01-01 00:07:42,8.859888057912322e-08
2024-01-01 00:07:43,1.0304984682730913e-07
2024-01-01 00:07:44,9.231167571389441e-08
2024-01-01 00:07:45,9.984750114810186e-08
2024-01-01 00:07:46,8.33288084068688e-08
2024-01-01 00:07:47,1.0051086230319761e-07
2024-01-01 00:07:48,1.0032544384307059e-07
2024-01-01 00:07:49,9.59247303594882e-08
2024-01-01 00:07:50,9.67836528999141e-08
2024-01-01 00:07:51,9.445846920088062e-08
2024-01-01 00:07:52,9.017801192556763e-08
2024-01-01 00:07:53,9.736891567090246e-08
2024-01-01 00:07:54,8.35073690568264e-08
2024-01-01 00:07:55,1.1880300753753784e-07
2024-01-01 00:07:56,1.1295669981867246e-07
2024-01-01 00:07:57,1.0516280690261478e-07
2024-01-01 00:07:58,9.888091299012275e-08
2024-01-01 00:07:59,9.584834018035458e-08
2024-01-01 00:08:00,1.0289938754663187e-07
2024-01-01 00:08:01,8.432922786451357e-08
2024-01-01 00:08:02,1.078036129172965e-07
2024-01-01 00:08:03,1.0416500473765817e-07
2024-01-01 00:08:04,1.0671345885134884e-07
2024-01-01 00:08:05,1.0849913657954619e-07
2024-01-01 00:08:06,9.575400904184067e-08
2024-01-01 00:08:07,9.736668323985317e-08
2024-01-01 00:08:08,9.148196301958632e-08
2024-01-01 00:08:09,1.128796848399552e-07
2024-01-01 00:08:10,9.132405906046901e-08
2024-01-01 00:08:11,1.0982949284355242e-07
2024-01-01 00:08:12,9.681389693557115e-08
2024-01-01 00:08:13,8.327143336026965e-08
2024-01-01 00:08:14,1.0708843299766041e-07
2024-01-01 00:08:15,1.0172655581530664e-07
2024-01-01 00:08:16,1.0817022477974976e-07
2024-01-01 00:08:17,1.0599816410593364e-07
2024-01-01 00:08:18,1.1041053696569621e-07
2024-01-01 00:08:19,9.72923274349058e-08
2024-01-01 00:08:20,9.823143733584672e-08
2024-01-01 00:08:21,9.514835382086685e-08
2024-01-01 00:08:22,1.0037998939586031e-07
2024-01-01 00:08:23,1.032462464836111e-07
2024-01-01 00:08:24,8.48903356265832e-08
2024-01-01 00:08:25,9.321804344544504e-08
2024-01-01 00:08:26,1.1354090529740289e-07
2024-01-01 00:08:27,1.0333524738176908e-07
2024-01-01 00:08:28,8.263082893937142e-08
2024-01-01 00:08:29,1.0197586108451488e-07
2024-01-01 00:08:30,1.0496096688258155e-07
2024-01-01 00:08:31,1.0044209892532557e-07
2024-01-01 00:08:32,1.307331880235964e-07
2024-01-01 00:08:33,9.767272953028728e-08
2024-01-01 00:08:34,1.0875867299611362e-07
2024-01-01 00:08:35,9.575209813937205e-08
2024-01-01 00:08:36,9.118588742677236e-08
2024-01-01 00:08:37,9.874200590615424e-08
2024-01-01 00:08:38,1.0301762841253374e-07
2024-01-01 00:08:39,1.0190323747008502e-07
2024-01-01 00:08:40,1.0591881885827753e-07
2024-01-01 00:08:41,7.107846730290049e-08
2024-01-01 00:08:42,9.646500668782655e-08
2024-01-01 00:08:43,9.195368699467283e-08
2024-01-01 00:08:44,1.029635498852657e-07
2024-01-01 00:08:45,9.863757659565669e-08
2024-01-01 00:08:46,9.134619793925127e-08
2024-01-01 00:08:47,7.653899128425059e-08
2024-01-01 00:08:48,9.509325734856705e-08
2024-01-01 00:08:49,1.09157059034533e-07
2024-01-01 00:08:50,8.735847732975243e-08
2024-01-01 00:08:51,8.619055925154656e-08
2024-01-01 00:08:52,1.1210617418318365e-07
2024-01-01 00:08:53,1.1554260790157073e-07
2024-01-01 00:08:54,9.247312014096103e-08
2024-01-01 00:08:55,9.084229875689715e-08
2024-01-01 00:08:56,9.93722610466369e-08
2024-01-01 00:08:57,8.426425939252749e-08
2024-01-01 00:08:58,8.47025118562851e-08
2024-01-01 00:08:59,9.14433406621338e-08
2024-01-01 00:09:00,1.1051097675131303e-07
2024-01-01 00:09:01,1.070191472108183e-07
2024-01-01 00:09:02,1.0311385859437188e-07
2024-01-01 00:09:03,1.1327472364377061e-07
2024-01-01 00:09:04,9.591845406301551e-08
2024-01-01 00:09:05,1.0718036158155912e-07
2024-01-01 00:09:06,1.0444131446242021e-07
2024-01-01 00:09:07,7.880497949077604e-08
2024-01-01 00:09:08,8.65169249906186e-08
2024-01-01 00:09:09,9.999461285181008e-08
2024-01-01 00:09:10,9.531965544809212e-08
2024-01-01 00:09:11,1.2116109981798022e-07
2024-01-01 00:09:12,1.058295452557621e-07
2024-01-01 00:09:13,9.191526817715321e-08
2024-01-01 00:09:14,1.204387868092292e-07
2024-01-01 00:09:15,1.0767705396228963e-07
2024-01-01 00:09:16,1.1054951269212237e-07
2024-01-01 00:09:17,1.0891991963766896e-07
2024-01-01 00:09:18,9.613543491004248e-08
2024-01-01 00:09:19,1.1443032646088858e-07
2024-01-01 00:09:20,1.1353836885951209e-07
2024-01-01 00:09:21,7.949035826066463e-08
2024-01-01 00:09:22,1.095834754455929e-07
2024-01-01 00:09:23,8.701213709430102e-08
2024-01-01 00:09:24,7.671148595274933e-08
2024-01-01 00:09:25,1.0007105317234856e-07
2024-01-01 00:09:26,1.0006563091372868e-07
2024-01-01 00:09:27,9.545771673622329e-08
2024-01-01 00:09:28,1.1894530762746164e-07
2024-01-01 00:09:29,7.419464674968244e-08
2024-01-01 00:09:30,7.48753430575e-08
2024-01-01 00:09:31,8.544482320155017e-08
