timestamp,helios_flux
2024-01-01 00:03:08,1.0453328630116283e-08
2024-01-01 00:03:09,1.1153702596564646e-08
2024-01-01 00:03:10,1.0733636387045947e-08
2024-01-01 00:03:11,1.1669292986129057e-08
2024-01-01 00:03:12,9.234617948888563e-09
2024-01-01 00:03:13,1.0711174299845906e-08
2024-01-01 00:03:14,1.0407721911461625e-08
2024-01-01 00:03:15,1.1914143138014029e-08
2024-01-01 00:03:16,1.1421046608320221e-08
2024-01-01 00:03:17,1.1839867527145958e-08
2024-01-01 00:03:18,8.213556482190915e-09
2024-01-01 00:03:19,1.0181562195008517e-08
2024-01-01 00:03:20,1.1734114388619002e-08
2024-01-01 00:03:21,1.1970775350082285e-08
2024-01-01 00:03:22,8.715197904268233e-09
2024-01-01 00:03:23,9.657816442063928e-09
2024-01-01 00:03:24,1.1253432963593348e-08
2024-01-01 00:03:25,1.0262891989367157e-08
2024-01-01 00:03:26,1.0193070226389574e-08
2024-01-01 00:03:27,8.644434860150082e-09
2024-01-01 00:03:28,6.221019361397266e-09
2024-01-01 00:03:29,1.1247290799416273e-08
2024-01-01 00:03:30,9.541260936914604e-09
2024-01-01 00:03:31,1.1294853477342303e-08
2024-01-01 00:03:32,1.100184293525845e-08
2024-01-01 00:03:33,7.746256510275389e-09
2024-01-01 00:03:34,1.04152013745912e-08
2024-01-01 00:03:35,1.203036097982245e-08
2024-01-01 00:03:36,8.8192255509448e-09
2024-01-01 00:03:37,8.709891706895111e-09
2024-01-01 00:03:38,1.235144006772281e-08
2024-01-01 00:03:39,1.5765209526911747e-08
2024-01-01 00:03:40,8.687147174995196e-09
2024-01-01 00:03:41,9.59597426568244e-09
2024-01-01 00:03:42,1.0111220146369773e-08
2024-01-01 00:03:43,1.124209132258485e-08
2024-01-01 00:03:44,8.123361544186056e-09
2024-01-01 00:03:45,1.0462477610568144e-08
2024-01-01 00:03:46,1.0536927297851612e-08
2024-01-01 00:03:47,1.1662225894436684e-08
2024-01-01 00:03:48,8.323376773230336e-09
2024-01-01 00:03:49,1.129656510160999e-08
2024-01-01 00:03:50,1.0138263038908128e-08
2024-01-01 00:03:51,9.62984657952777e-09
2024-01-01 00:03:52,1.6894107792904653e-08
2024-01-01 00:03:53,1.1188152043055128e-08
2024-01-01 00:03:54,1.1511556652259794e-08
2024-01-01 00:03:55,1.2484184392640854e-08
2024-01-01 00:03:56,1.0103239257100347e-08
2024-01-01 00:03:57,1.0309914588931736e-08
2024-01-01 00:03:58,1.1361071495642313e-08
2024-01-01 00:03:59,8.754388281971129e-09
2024-01-01 00:04:00,1.0580178958180225e-08
2024-01-01 00:04:01,1.2641913102084635e-08
2024-01-01 00:04:02,9.845064836742473e-09
2024-01-01 00:04:03,1.0033938988322391e-08
2024-01-01 00:04:04,1.1578262675261128e-08
2024-01-01 00:04:05,9.957305421718971e-09
2024-01-01 00:04:06,1.2623943802385501e-08
2024-01-01 00:04:07,7.832212740890258e-09
2024-01-01 00:04:08,1.1154010990481775e-08
2024-01-01 00:04:09,1.2619813425233767e-08
2024-01-01 00:04:10,1.3980769017679494e-08
2024-01-01 00:04:11,1.2077231742803623e-08
2024-01-01 00:04:12,9.297193286198486e-09
2024-01-01 00:04:13,1.1233438286434984e-08
2024-01-01 00:04:14,9.64368374922151e-09
2024-01-01 00:04:15,1.2182120887333355e-08
2024-01-01 00:04:16,8.506582989461305e-09
2024-01-01 00:04:17,1.2790979406437868e-08
2024-01-01 00:04:18,1.0546141685851408e-08
2024-01-01 00:04:19,7.121959765253422e-09
2024-01-01 00:04:20,1.4871962765757231e-08
2024-01-01 00:04:21,7.962524941781244e-09
2024-01-01 00:04:22,6.853835614016002e-09
2024-01-01 00:04:23,7.947256451666304e-09
2024-01-01 00:04:24,9.380188095396284e-09
2024-01-01 00:04:25,1.2107471892758276e-08
2024-01-01 00:04:26,9.612793530679841e-09
2024-01-01 00:04:27,9.273666837785993e-09
2024-01-01 00:04:28,1.0384797455712146e-08
2024-01-01 00:04:29,1.1977625933435055e-08
2024-01-01 00:04:30,1.2359819316806933e-08
2024-01-01 00:04:31,8.62741131719587e-09
2024-01-01 00:04:32,8.41870389763146e-09
2024-01-01 00:04:33,1.2149065901018873e-08
2024-01-01 00:04:34,1.3020606027934892e-08
2024-01-01 00:04:35,8.048715183867242e-09
2024-01-01 00:04:36,1.095068748614954e-08
2024-01-01 00:04:37,1.0731283678641726e-08
2024-01-01 00:04:38,1.141017968960458e-08
2024-01-01 00:04:39,1.0045707698761352e-08
2024-01-01 00:04:40,9.020158996952653e-09
2024-01-01 00:04:41,6.991974618128341e-09
2024-01-01 00:04:42,1.1448327388840152e-08
2024-01-01 00:04:43,1.155704379990952e-08
2024-01-01 00:04:44,1.0868730461984898e-08
2024-01-01 00:04:45,9.510640716329769e-09
2024-01-01 00:04:46,7.553302618051981e-09
2024-01-01 00:04:47,8.938564882412433e-09
2024-01-01 00:04:48,1.0268095693541616e-08
2024-01-01 00:04:49,6.935537971757497e-09
2024-01-01 00:04:50,6.81025333931576e-09
2024-01-01 00:04:51,1.1983636448811216e-08
2024-01-01 00:04:52,8.07985500400901e-09
2024-01-01 00:04:53,8.603408963857307e-09
2024-01-01 00:04:54,1.0759962618035219e-08
2024-01-01 00:04:55,1.0910738586947069e-08
2024-01-01 00:04:56,1.0070177755156773e-08
2024-01-01 00:04:57,9.66453880569692e-09
2024-01-01 00:04:58,1.0863531132422782e-08
2024-01-01 00:04:59,8.528046667024306e-09
2024-01-01 00:05:00,5.7797507154124074e-09
2024-01-01 00:05:01,9.482296408240456e-09
2024-01-01 00:05:02,1.0838120132407458e-08
2024-01-01 00:05:03,1.0728365183546885e-08
2024-01-01 00:05:04,6.267850730105114e-09
2024-01-01 00:05:05,8.650349374974625e-09
2024-01-01 00:05:06,1.1142464883259622e-08
2024-01-01 00:05:07,1.0042435648664728e-08
2024-01-01 00:05:08,1.057150331277645e-08
2024-01-01 00:05:09,9.212007950383671e-09
2024-01-01 00:05:10,8.044807547060542e-09
2024-01-01 00:05:11,1.2336381839206569e-08
2024-01-01 00:05:12,1.0241543053116569e-08
2024-01-01 00:05:13,1.1977376057028703e-08
2024-01-01 00:05:14,9.930423402472462e-09
2024-01-01 00:05:15,8.256854748447126e-09
2024-01-01 00:05:16,9.161363595444209e-09
2024-01-01 00:05:17,9.970176482869079e-09
2024-01-01 00:05:18,1.0501357191870976e-08
2024-01-01 00:05:19,9.516439150092789e-09
2024-01-01 00:05:20,1.3989082951908418e-08
2024-01-01 00:05:21,9.217613200133521e-09
2024-01-01 00:05:22,8.618411745250319e-09
2024-01-01 00:05:23,9.615363824945007e-09
2024-01-01 00:05:24,1.158829348592896e-08
2024-01-01 00:05:25,1.1542514696779834e-08
2024-01-01 00:05:26,8.039155465879018e-09
2024-01-01 00:05:27,3.776877163482466e-09
2024-01-01 00:05:28,1.355007774883629e-08
2024-01-01 00:05:29,1.0977883007811177e-08
2024-01-01 00:05:30,8.84635128714772e-09
2024-01-01 00:05:31,6.838326737764849e-09
2024-01-01 00:05:32,9.22232200656347e-09
2024-01-01 00:05:33,9.857193701274454e-09
2024-01-01 00:05:34,1.1264156941417815e-08
2024-01-01 00:05:35,1.3060093300921652e-08
2024-01-01 00:05:36,8.886441424696952e-09
2024-01-01 00:05:37,1.0756033409873227e-08
2024-01-01 00:05:38,1.0743345934862887e-08
2024-01-01 00:05:39,8.209787755879102e-09
2024-01-01 00:05:40,7.815751793797696e-09
2024-01-01 00:05:41,1.2870984779201991e-08
2024-01-01 00:05:42,7.89801750424714e-09
2024-01-01 00:05:43,8.362489105904256e-09
2024-01-01 00:05:44,9.66846002359293e-09
2024-01-01 00:05:45,1.1686940381423183e-08
2024-01-01 00:05:46,1.0922091854647444e-08
2024-01-01 00:05:47,8.923197906292987e-09
2024-01-01 00:05:48,1.446504757239766e-08
2024-01-01 00:05:49,9.71354892465201e-09
2024-01-01 00:05:50,1.2654730090813238e-08
2024-01-01 00:05:51,1.1365133339472871e-08
2024-01-01 00:05:52,1.0282871943977053e-08
2024-01-01 00:05:53,9.034807331386453e-09
2024-01-01 00:05:54,9.934024206127656e-09
2024-01-01 00:05:55,1.3570401227559491e-08
2024-01-01 00:05:56,1.0146411184585363e-08
2024-01-01 00:05:57,1.2008752013361972e-08
2024-01-01 00:05:58,7.768284550314432e-09
2024-01-01 00:05:59,7.625053960766572e-09
2024-01-01 00:06:00,1.0156819366353988e-08
2024-01-01 00:06:01,8.343812786366867e-09
2024-01-01 00:06:02,1.0537446036915466e-08
2024-01-01 00:06:03,5.970741622486567e-09
2024-01-01 00:06:04,9.712759587196452e-09
2024-01-01 00:06:05,7.914081197274274e-09
2024-01-01 00:06:06,7.322667075436994e-09
2024-01-01 00:06:07,9.87248675144111e-09
2024-01-01 00:06:08,1.3906064205371123e-08
2024-01-01 00:06:09,9.790352335270345e-09
2024-01-01 00:06:10,6.766742709075848e-09
2024-01-01 00:06:11,1.135394563072356e-08
2024-01-01 00:06:12,1.0506893743275304e-08
2024-01-01 00:06:13,8.640597933722159e-09
2024-01-01 00:06:14,1.1072354510701693e-08
2024-01-01 00:06:15,1.0121720983959098e-08
2024-01-01 00:06:16,1.1362026256574814e-08
2024-01-01 00:06:17,1.0626940125306617e-08
2024-01-01 00:06:18,1.0073081851734003e-08
2024-01-01 00:06:19,1.0996284529850865e-08
2024-01-01 00:06:20,1.0789028763230878e-08
2024-01-01 00:06:21,1.0340183081908922e-08
2024-01-01 00:06:22,1.144465385230986e-08
2024-01-01 00:06:23,1.228312065953781e-08
2024-01-01 00:06:24,8.753596591418473e-09
2024-01-01 00:06:25,1.077469795634847e-08
2024-01-01 00:06:26,9.19789887772842e-09
2024-01-01 00:06:27,7.44846189449374e-09
2024-01-01 00:06:28,8.04475406506355e-09
2024-01-01 00:06:29,1.0060009434245297e-08
2024-01-01 00:06:30,1.1302051510432292e-08
2024-01-01 00:06:31,9.522828143459037e-09
2024-01-01 00:06:32,9.05138521804612e-09
2024-01-01 00:06:33,1.1163867076003304e-08
2024-01-01 00:06:34,6.736993415221484e-09
2024-01-01 00:06:35,8.103880377536235e-09
2024-01-01 00:06:36,1.123048832632332e-08
2024-01-01 00:06:37,8.18130446833851e-09
2024-01-01 00:06:38,1.3170726497579113e-08
2024-01-01 00:06:39,7.329078019379114e-09
2024-01-01 00:06:40,7.850624656526356e-09
2024-01-01 00:06:41,1.0648991873346832e-08
2024-01-01 00:06:42,1.2764479173443571e-08
2024-01-01 00:06:43,1.116411722777775e-08
2024-01-01 00:06:44,6.995027024432021e-09
2024-01-01 00:06:45,1.2706431798771763e-08
2024-01-01 00:06:46,1.041046891580507e-08
2024-01-01 00:06:47,9.782767128779168e-09
2024-01-01 00:06:48,8.768677910262478e-09
2024-01-01 00:06:49,6.774700603886938e-09
2024-01-01 00:06:50,1.1018496812366106e-08
2024-01-01 00:06:51,7.438230952777108e-09
2024-01-01 00:06:52,1.0680985014135031e-08
2024-01-01 00:06:53,1.0373732354745298e-08
2024-01-01 00:06:54,8.343103777888477e-09
2024-01-01 00:06:55,1.1815437348050782e-08
2024-01-01 00:06:56,8.857205796825477e-09
2024-01-01 00:06:57,9.716019207867964e-09
2024-01-01 00:06:58,1.3504055894748407e-08
2024-01-01 00:06:59,1.3317478160505882e-08
2024-01-01 00:07:00,9.233390249600037e-09
2024-01-01 00:07:01,7.53611125384622e-09
2024-01-01 00:07:02,1.135473526217163e-08
2024-01-01 00:07:03,9.629179571561243e-09
2024-01-01 00:07:04,1.0024540916166871e-08
2024-01-01 00:07:05,1.0660296317694657e-08
2024-01-01 00:07:06,9.131665074821732e-09
2024-01-01 00:07:07,9.957570522181428e-09
2024-01-01 00:07:08,1.250315594425112e-08
2024-01-01 00:07:09,1.201429964566961e-08
2024-01-01 00:07:10,8.407747925882677e-09
2024-01-01 00:07:11,9.632006758804048e-09
2024-01-01 00:07:12,8.416829888859289e-09
2024-01-01 00:07:13,6.851634954803586e-09
2024-01-01 00:07:14,1.0090871413189944e-08
2024-01-01 00:07:15,1.1020817428789031e-08
2024-01-01 00:07:16,1.0251635687286629e-08
2024-01-01 00:07:17,1.0003373949096392e-08
2024-01-01 00:07:18,9.523866971248834e-09
2024-01-01 00:07:19,1.1461498087046834e-08
2024-01-01 00:07:20,1.3770956550927527e-08
2024-01-01 00:07:21,1.184597553649369e-08
2024-01-01 00:07:22,1.0165357543194839e-08
2024-01-01 00:07:23,6.956117983920733e-09
2024-01-01 00:07:24,7.50772414424461e-09
2024-01-01 00:07:25,1.2762801911609794e-08
2024-01-01 00:07:26,9.478757935388265e-09
2024-01-01 00:07:27,1.4891869277009377e-08
2024-01-01 00:07:28,1.094716553797253e-08
2024-01-01 00:07:29,9.89308155314091e-09
2024-01-01 00:07:30,1.0079991896365071e-08
2024-01-01 00:07:31,1.1660375859946289e-08
2024-01-01 00:07:32,1.0514652127690783e-08
2024-01-01 00:07:33,9.45514356240046e-09
2024-01-01 00:07:34,7.1809163827180395e-09
2024-01-01 00:07:35,7.454495350284414e-09
2024-01-01 00:07:36,6.501681805612641e-09
2024-01-01 00:07:37,8.825037263687507e-09
2024-01-01 00:07:38,1.1102816458606744e-08
2024-01-01 00:07:39,7.076113477064096e-09
2024-01-01 00:07:40,1.2094886163136082e-08
2024-01-01 00:07:41,1.1105648344164813e-08
2024-01-01 00:07:42,1.2887517637558176e-08
2024-01-01 00:07:43,1.2001528892491936e-08
2024-01-01 00:07:44,1.1708575570582415e-08
2024-01-01 00:07:45,9.28739396610771e-09
2024-01-01 00:07:46,9.601690466159493e-09
2024-01-01 00:07:47,1.1258479290724694e-08
2024-01-01 00:07:48,8.224624618231081e-09
2024-01-01 00:07:49,1.01552529313735e-08
2024-01-01 00:07:50,1.0726325759807596e-08
2024-01-01 00:07:51,1.053889814439952e-08
2024-01-01 00:07:52,1.1752168450339e-08
2024-01-01 00:07:53,9.557165198592505e-09
2024-01-01 00:07:54,9.397395765672734e-09
2024-01-01 00:07:55,8.835509027029852e-09
2024-01-01 00:07:56,1.0611229088509803e-08
2024-01-01 00:07:57,1.1912637119865363e-08
2024-01-01 00:07:58,9.989234865818758e-09
2024-01-01 00:07:59,1.017837949889869e-08
2024-01-01 00:08:00,1.2808853936230637e-08
2024-01-01 00:08:01,6.675232706353444e-09
2024-01-01 00:08:02,1.0966816776522686e-08
2024-01-01 00:08:03,1.4063845004982247e-08
2024-01-01 00:08:04,1.452011887904159e-08
2024-01-01 00:08:05,8.615783164993112e-09
2024-01-01 00:08:06,1.0617752367785401e-08
2024-01-01 00:08:07,9.557775370757625e-09
2024-01-01 00:08:08,1.128682311811672e-08
2024-01-01 00:08:09,8.841039309624786e-09
2024-01-01 00:08:10,9.069979891939495e-09
2024-01-01 00:08:11,1.1521822414378932e-08
2024-01-01 00:08:12,9.914287624494114e-09
2024-01-01 00:08:13,1.2782440606573429e-08
2024-01-01 00:08:14,1.1739267000085775e-08
2024-01-01 00:08:15,9.828667722089825e-09
2024-01-01 00:08:16,1.0738709500892625e-08
2024-01-01 00:08:17,9.438083892811911e-09
2024-01-01 00:08:18,7.27140583493658e-09
2024-01-01 00:08:19,9.831578163449563e-09
2024-01-01 00:08:20,7.883425367504895e-09
2024-01-01 00:08:21,1.2553486985489207e-08
2024-01-01 00:08:22,1.0768261023762558e-08
2024-01-01 00:08:23,1.221953750333082e-08
2024-01-01 00:08:24,8.120171840106761e-09
2024-01-01 00:08:25,8.283627480361199e-09
2024-01-01 00:08:26,8.57308483350823e-09
2024-01-01 00:08:27,1.1403114009897894e-08
2024-01-01 00:08:28,1.1994255810659476e-08
2024-01-01 00:08:29,8.771471287333457e-09
2024-01-01 00:08:30,9.003464421209715e-09
2024-01-01 00:08:31,9.376535913462271e-09
2024-01-01 00:08:32,9.44396403422816e-09
2024-01-01 00:08:33,6.566461624020635e-09
2024-01-01 00:08:34,1.048938028645007e-08
2024-01-01 00:08:35,9.39362891234436e-09
2024-01-01 00:08:36,6.1077804153357394e-09
2024-01-01 00:08:37,1.2543541043349196e-08
2024-01-01 00:08:38,1.275937309666169e-08
2024-01-01 00:08:39,1.1710060447500588e-08
2024-01-01 00:08:40,7.609798417689817e-09
2024-01-01 00:08:41,7.947483501005208e-09
2024-01-01 00:08:42,9.829697559269078e-09
2024-01-01 00:08:43,1.210934823069187e-08
2024-01-01 00:08:44,9.935239148069596e-09
2024-01-01 00:08:45,1.2883595003958342e-08
2024-01-01 00:08:46,1.1808427512157103e-08
2024-01-01 00:08:47,9.695324198026523e-09
2024-01-01 00:08:48,1.030796516655517e-08
2024-01-01 00:08:49,1.2950000605189364e-08
2024-01-01 00:08:50,9.968764958484362e-09
2024-01-01 00:08:51,1.0238428144339205e-08
2024-01-01 00:08:52,8.290656838434162e-09
2024-01-01 00:08:53,7.039200352533465e-09
2024-01-01 00:08:54,1.1130398835888011e-08
2024-01-01 00:08:55,7.907997552817608e-09
2024-01-01 00:08:56,9.996261355712224e-09
2024-01-01 00:08:57,9.324760075517241e-09
2024-01-01 00:08:58,1.183912976988917e-08
2024-01-01 00:08:59,8.741855422466368e-09
2024-01-01 00:09:00,8.12335089146796e-09
2024-01-01 00:09:01,1.3028214889646648e-08
2024-01-01 00:09:02,9.762354299790383e-09
2024-01-01 00:09:03,1.0341740320843257e-08
2024-01-01 00:09:04,1.0349680916409532e-08
2024-01-01 00:09:05,1.2287310419694375e-08
2024-01-01 00:09:06,1.3416299442907308e-08
2024-01-01 00:09:07,1.1225622553702802e-08
2024-01-01 00:09:08,1.1349191554490554e-08
2024-01-01 00:09:09,9.973651695949012e-09
2024-01-01 00:09:10,7.700986721438956e-09
2024-01-01 00:09:11,1.2715915552406692e-08
2024-01-01 00:09:12,9.771174647046967e-09
2024-01-01 00:09:13,1.2429027767481602e-08
2024-01-01 00:09:14,7.913577116832609e-09
2024-01-01 00:09:15,1.1997107581435128e-08
2024-01-01 00:09:16,9.767399102257242e-09
2024-01-01 00:09:17,1.2033167680517617e-08
2024-01-01 00:09:18,1.0774692406598163e-08
2024-01-01 00:09:19,8.387172745460617e-09
2024-01-01 00:09:20,9.504826013917404e-09
2024-01-01 00:09:21,9.376467000831532e-09
2024-01-01 00:09:22,7.516735808230254e-09
2024-01-01 00:09:23,8.076642133644208e-09
2024-01-01 00:09:24,1.3477767254917982e-08
2024-01-01 00:09:25,1.1101685345566367e-08
2024-01-01 00:09:26,1.0819247436087111e-08
2024-01-01 00:09:27,1.0590169755177932e-08
2024-01-01 00:09:28,1.1285583080528938e-08
2024-01-01 00:09:29,1.3420452288940952e-08
2024-01-01 00:09:30,3.7117062360888183e-09
